Date,Adj Close
2016-02-19,154.461273
2016-02-22,155.897675
2016-02-23,157.429825
2016-02-24,156.472229
2016-02-25,161.930557
2016-02-26,161.643295
2016-02-29,158.86621100000002
2016-03-01,160.302628
2016-03-02,157.046799
2016-03-03,157.238297
2016-03-04,157.812851
2016-03-07,156.567993
2016-03-08,154.461273
2016-03-09,154.173981
2016-03-10,152.6418
2016-03-11,154.94006299999998
2016-03-14,155.418869
2016-03-15,155.323105
2016-03-16,156.567993
2016-03-17,163.654236
2016-03-18,163.558487
2016-03-21,163.366989
2016-03-22,164.99488799999997
2016-03-23,167.771942
2016-03-24,164.803391
2016-03-29,167.00585900000002
2016-03-30,170.165955
2016-03-31,169.304108
2016-04-01,169.01681499999998
2016-04-04,170.548981
2016-04-05,172.368423
2016-04-06,172.655685
2016-04-07,172.035751
2016-04-08,172.520096
2016-04-11,172.132629
2016-04-12,172.423233
2016-04-13,172.035751
2016-04-14,170.582764
2016-04-15,169.71096799999998
2016-04-18,169.904648
2016-04-19,171.16394
2016-04-20,176.394775
2016-04-21,175.522964
2016-04-22,173.00444
2016-04-25,173.682495
2016-04-26,172.035751
2016-04-27,172.907547
2016-04-28,171.357681
2016-04-29,170.582764
2016-05-03,171.842026
2016-05-04,172.810669
2016-05-05,173.391891
2016-05-06,172.616943
2016-05-09,172.229492
2016-05-10,172.035751
2016-05-11,173.391891
2016-05-12,172.423233
2016-05-13,169.71096799999998
2016-05-16,170.48588600000002
2016-05-17,170.87333700000002
2016-05-18,170.38900800000002
2016-05-19,170.001556
2016-05-20,171.16394
2016-05-23,172.035751
2016-05-24,171.64828500000002
2016-05-25,173.48877
2016-05-26,173.391891
2016-05-27,173.682495
2016-05-31,174.457428
2016-06-01,172.326355
2016-06-02,173.973099
2016-06-03,172.907547
2016-06-06,177.65403700000002
2016-06-07,176.879089
2016-06-08,178.04148899999998
2016-06-09,179.494507
2016-06-10,178.816437
2016-06-13,177.363449
2016-06-14,174.36055
2016-06-15,175.91043100000002
2016-06-16,176.00730900000002
2016-06-17,177.65403700000002
2016-06-20,180.94751000000002
2016-06-21,178.91331499999998
2016-06-22,177.65403700000002
2016-06-23,179.39764399999999
2016-06-24,179.68826299999998
2016-06-27,173.682495
2016-06-28,177.072845
2016-06-29,182.013046
2016-06-30,187.147003
2016-07-01,188.890625
2016-07-04,189.66554299999999
2016-07-05,188.987473
2016-07-06,190.149887
2016-07-07,196.543106
2016-07-08,196.05874599999999
2016-07-11,203.614395
2016-07-12,198.57728600000002
2016-07-13,198.18985
2016-07-14,198.18985
2016-07-15,199.255371
2016-07-18,201.289581
2016-07-19,202.451996
2016-07-20,203.420654
2016-07-21,201.773911
2016-07-22,200.9021
2016-07-25,203.904999
2016-07-26,205.164276
2016-07-27,205.357971
2016-07-28,207.97340400000002
2016-07-29,208.263992
2016-08-01,209.03894
2016-08-02,210.49194300000002
2016-08-03,209.329544
2016-08-04,211.363739
2016-08-05,210.395065
2016-08-08,210.007629
2016-08-09,209.426407
2016-08-10,211.26689100000002
