Date,5375,5600,6400,6600,6775,6800,6825,6850,6875,6900,6925,6950,6975,7000,7025,7050,7075,7100,7125,7150,7175,7200,7225,7250,7275,7300,7325
24/04/2018,29.5,38,99,129,163.5,169,175,181,187.5,194,201,208,215.5,223,231,239,247.5,256.5,265.5,275,284.5,295,305,316,327,338.5,350.5
25/04/2018,31.5,40.5,106,137.5,174.5,180.5,186.5,193,200,207,214.5,222,229.5,237.5,246,254.5,263.5,273,282.5,292.5,302.5,313,324,335.5,347,359,371.5
26/04/2018,28,36,95,123.5,157,162.5,168.5,174.5,180.5,187,193.5,200.5,207.5,215,223,231,239.5,248,257,266,276,285.5,296,306.5,317.5,329,340.5
27/04/2018,26.5,33.5,87.5,113,143,148,153,158,163.5,169.5,175.5,181.5,188,194.5,201.5,208.5,216,224,232,240,248.5,257.5,266.5,276,286,296,306.5
30/04/2018,25.5,33,85,110,139.5,144,149,154.5,160,165.5,171.5,177.5,183.5,190,197,204,211.5,219,227,235,243.5,252,261.5,270.5,280.5,290.5,301
01/05/2018,25.5,32.5,84,108.5,137,141.5,146.5,151.5,157,162.5,168,174,180,186.5,193,200,207.5,214.5,222.5,230.5,238.5,247.5,256,265.5,275,285,295
02/05/2018,24,31,79,102,129,133.5,138,142.5,147.5,153,158.5,164,170,176,182,188.5,195.5,202.5,210,217.5,225.5,233.5,242,251,260,269.5,279
03/05/2018,26,33.5,86,111.5,140.5,145.5,150.5,156,161.5,167,173,179,185.5,192,198.5,206,213,221,228.5,237,245.5,254.5,263.5,273,282.5,293,303.5
04/05/2018,23.5,30,76.5,99,125,129.5,134,138.5,143.5,148.5,153.5,159,165,171,177,183.5,190,197,204,211.5,219,227,235.5,244,253,262,271.5
07/05/2018,23.5,30,76.5,99,125,129.5,134,138.5,143.5,148.5,153.5,159,165,171,177,183.5,190,197,204,211.5,219,227,235.5,244,253,262,271.5
08/05/2018,23,29.5,76.5,98.5,124.5,129,133.5,138,143,148,153,158.5,164,170,176,182.5,189,196,203,210.5,218,226,234,242.5,251.5,260.5,270
09/05/2018,21,27,68.5,88,111,114.5,118.5,122.5,127,131,136,140.5,145.5,150.5,156,161.5,167.5,173.5,179.5,186,193,200,207,214.5,222.5,230.5,239
10/05/2018,21,27,66,84,104.5,108,111.5,115.5,119,123,127.5,131.5,136,141,145.5,150.5,156,161.5,167,172.5,179,185,191.5,198.5,205.5,213,220.5
11/05/2018,20.5,26,62.5,80,99.5,103,106.5,110,113.5,117.5,121.5,125.5,129.5,134,139,143.5,148.5,154,159.5,165,170.5,177,183,189.5,196.5,203.5,211
14/05/2018,20.5,26,63,80.5,100.5,103.5,107,110.5,114.5,118.5,122.5,126.5,131,135.5,140.5,145,150.5,155.5,161,167,173,179,185.5,192.5,199.5,206.5,214
15/05/2018,22,27.5,64,81,100.5,104,107.5,111,114.5,118,122,126,130.5,135,139.5,144,149,154,159.5,165,171,177,183,189.5,196.5,203.5,210.5
16/05/2018,22,27.5,64.5,81.5,101,104.5,107.5,111,114.5,118.5,122.5,126.5,130.5,135,139.5,144.5,149.5,154.5,159.5,165.5,171,177,183,189.5,196.5,203.5,210.5
