Date,Adj Close
2016-02-19,2892.754395
2016-02-22,2934.651123
2016-02-23,2925.129395
2016-02-24,2904.180908
2016-02-25,2909.894043
2016-02-26,2959.408203
2016-02-29,2994.63916
2016-03-01,3072.71875
2016-03-02,3085.096924
2016-03-03,3163.177002
2016-03-04,3286.9614260000003
2016-03-07,3290.770264
2016-03-08,3289.818115
2016-03-09,3283.152832
2016-03-10,3237.447754
2016-03-11,3281.248291
2016-03-14,3297.435547
2016-03-15,3274.5830079999996
2016-03-16,3300.292236
2016-03-17,3315.5271
2016-03-18,3332.6669920000004
2016-03-21,3324.097168
2016-03-22,3376.467285
2016-03-23,3391.702393
2016-03-24,3361.232178
2016-03-29,3383.132813
2016-03-30,3476.44751
2016-03-31,3465.973389
2016-04-01,3391.702393
2016-04-04,3419.3164060000004
2016-04-05,3380.2761229999996
2016-04-06,3396.463379
2016-04-07,3379.323975
2016-04-08,3404.0810549999997
2016-04-11,3386.9414060000004
2016-04-12,3414.554932
2016-04-13,3456.45166
2016-04-14,3429.790283
2016-04-15,3430.742432
2016-04-18,3380.2761229999996
2016-04-19,3388.845947
2016-04-20,3386.9414060000004
2016-04-21,3370.7543950000004
2016-04-22,3373.610596
2016-04-25,3361.232178
2016-04-26,3346.949707
2016-04-27,3337.427734
2016-04-28,3305.760498
2016-04-29,3297.071289
2016-05-03,3271.9689940000003
2016-05-04,3258.452393
2016-05-05,3269.072754
2016-05-06,3322.173096
2016-05-09,3324.1044920000004
2016-05-10,3336.655273
2016-05-11,3366.584717
2016-05-12,3309.62207
2016-05-13,3312.518799
2016-05-16,3339.552002
2016-05-17,3332.793213
2016-05-18,3337.62085
2016-05-19,3281.623779
2016-05-20,3324.1044920000004
2016-05-23,3347.275635
2016-05-24,3353.068359
2016-05-25,3357.8957520000004
2016-05-26,3345.344727
2016-05-27,3326.035156
2016-05-31,3330.862549
2016-06-01,3337.62085
2016-06-02,3356.93042
2016-06-03,3339.552002
2016-06-06,3396.514648
2016-06-07,3385.8942869999996
2016-06-08,3383.963379
2016-06-09,3350.171875
2016-06-10,3286.451172
2016-06-13,3239.143311
2016-06-14,3225.626709
2016-06-15,3269.072754
2016-06-16,3175.4223629999997
2016-06-17,3266.17627
2016-06-20,3370.446777
2016-06-21,3330.862549
2016-06-22,3351.137695
2016-06-23,3412.927246
2016-06-24,3340.517334
2016-06-27,3314.449463
2016-06-28,3410.031006
2016-06-29,3519.128418
2016-06-30,3610.8481450000004
2016-07-01,3644.639648
2016-07-04,3615.675293
2016-07-05,3562.574707
2016-07-06,3605.055176
2016-07-07,3618.571777
2016-07-08,3677.4655759999996
2016-07-11,3749.875488
2016-07-12,3750.841064
2016-07-13,3772.081543
2016-07-14,3756.633789
2016-07-15,3746.013672
2016-07-18,3718.9807130000004
2016-07-19,3735.393311
2016-07-20,3732.4970700000003
