Date,Adj Close
2016-02-19,451.356293
2016-02-22,455.374329
2016-02-23,454.034943
2016-02-24,449.570496
2016-02-25,457.606567
2016-02-26,457.160095
2016-02-29,458.052979
2016-03-01,456.26721200000003
2016-03-02,450.463409
2016-03-03,446.177551
2016-03-04,452.69561799999997
2016-03-07,446.891846
2016-03-08,443.498871
2016-03-09,447.33828700000004
2016-03-10,441.17736799999994
2016-03-11,443.320282
2016-03-14,444.21322599999996
2016-03-15,443.945343
2016-03-16,448.231201
2016-03-17,451.802734
2016-03-18,443.85604900000004
2016-03-21,444.302521
2016-03-22,445.373932
2016-03-23,451.802734
2016-03-24,445.106079
2016-03-29,452.69561799999997
2016-03-30,457.160095
2016-03-31,454.481415
2016-04-01,447.78475999999995
2016-04-04,447.78475999999995
2016-04-05,439.748718
2016-04-06,440.909454
2016-04-07,438.94516
2016-04-08,444.748932
2016-04-11,445.55249000000003
2016-04-12,447.78475999999995
2016-04-13,450.016937
2016-04-14,455.82074000000006
2016-04-15,457.160095
2016-04-18,455.374329
2016-04-19,462.070984
2016-04-20,455.82074000000006
2016-04-21,456.369934
2016-04-22,447.949158
2016-04-25,448.40679900000003
2016-04-26,443.281128
2016-04-27,446.75930800000003
2016-04-28,443.00653099999994
2016-04-29,436.873993
2016-05-03,435.867157
2016-05-04,437.972351
2016-05-05,439.894501
2016-05-06,447.583069
2016-05-09,449.505188
2016-05-10,449.32214400000004
2016-05-11,448.864441
2016-05-12,446.48467999999997
2016-05-13,446.48467999999997
2016-05-16,448.589905
2016-05-17,445.111725
2016-05-18,440.901337
2016-05-19,437.423157
2016-05-20,442.548889
2016-05-23,439.07074000000006
2016-05-24,441.99969500000003
2016-05-25,440.443695
2016-05-26,441.4505
2016-05-27,442.091187
2016-05-31,442.64041100000003
2016-06-01,446.66778600000004
2016-06-02,451.06115700000004
2016-06-03,449.32214400000004
2016-06-06,449.96286
2016-06-07,452.15957599999996
2016-06-08,451.15270999999996
2016-06-09,444.37951699999996
2016-06-10,438.887665
2016-06-13,435.958679
2016-06-14,434.768799
2016-06-15,437.14859
2016-06-16,435.13491799999997
2016-06-17,438.246918
2016-06-20,452.89181500000007
2016-06-21,453.990173
2016-06-22,459.939636
2016-06-23,461.312592
2016-06-24,440.07757599999997
2016-06-27,429.185455
2016-06-28,442.457367
2016-06-29,462.685516
2016-06-30,479.61862199999996
2016-07-01,485.110474
2016-07-04,483.737488
2016-07-05,487.85632300000003
2016-07-06,481.90689100000003
2016-07-07,485.110474
2016-07-08,491.97522000000004
2016-07-11,499.297668
2016-07-12,495.178772
2016-07-13,496.09405499999997
2016-07-14,493.80584699999997
2016-07-15,491.517517
2016-07-18,488.7716980000001
2016-07-19,494.7211
2016-07-20,496.09405499999997
2016-07-21,490.602264
2016-07-22,487.398712
2016-07-25,487.85632300000003
2016-07-26,489.229309
2016-07-27,493.80584699999997
2016-07-28,492.432892
2016-07-29,488.7716980000001
2016-08-01,486.02575700000006
2016-08-02,481.90689100000003
2016-08-03,478.703308
2016-08-04,483.279846
2016-08-05,486.02575700000006
2016-08-08,480.991608
2016-08-09,480.53393600000004
2016-08-10,477.330383
2016-08-11,482.364563
2016-08-12,486.483368
2016-08-15,488.31399500000003
2016-08-16,477.330383
2016-08-17,478.24569699999995
2016-08-18,482.822174
2016-08-19,484.19516
2016-08-22,483.737488
2016-08-23,486.941071
2016-08-24,485.56808499999994
2016-08-25,483.737488
2016-08-26,494.7211
2016-08-30,492.432892
2016-08-31,492.890503
2016-09-01,493.80584699999997
2016-09-02,501.585968
2016-09-05,508.45068399999997
2016-09-06,503.416534
2016-09-07,505.70477300000005
2016-09-08,503.874176
2016-09-09,501.585968
2016-09-12,498.839966
2016-09-13,498.38235499999996
2016-09-14,500.212982
2016-09-15,502.04360999999994
2016-09-16,489.229309
2016-09-19,496.09405499999997
2016-09-20,498.38235499999996
2016-09-21,488.31399500000003
2016-09-22,491.97522000000004
2016-09-23,480.076294
2016-09-26,475.49978600000003
2016-09-27,475.95745800000003
2016-09-28,481.449249
2016-09-29,479.61862199999996
2016-09-30,479.61862199999996
2016-10-03,486.483368
2016-10-04,499.297668
2016-10-05,492.432892
2016-10-06,491.517517
2016-10-07,494.7211
2016-10-10,501.12826500000006
2016-10-11,497.924652
2016-10-12,495.178772
2016-10-13,490.602264
2016-10-14,497.00939900000003
2016-10-17,495.178772
2016-10-18,499.75530999999995
2016-10-19,506.620117
2016-10-20,503.458923
2016-10-21,501.599396
2016-10-24,502.064331
2016-10-25,502.529205
2016-10-26,502.99408
2016-10-27,505.783295
2016-10-28,504.388672
2016-10-31,504.388672
2016-11-01,500.66967800000003
2016-11-02,497.41555800000003
2016-11-03,496.95068399999997
2016-11-04,501.134583
2016-11-07,511.36178600000005
2016-11-08,509.50231900000006
2016-11-09,543.903015
2016-11-10,569.006226
2016-11-11,549.0166019999999
2016-11-14,551.805908
2016-11-15,557.849243
2016-11-16,557.384399
2016-11-17,555.0599980000001
2016-11-18,551.805908
2016-11-21,555.524902
2016-11-22,554.130249
2016-11-23,560.6384889999999
2016-11-24,565.7521360000001
2016-11-25,561.568298
2016-11-28,560.6384889999999
2016-11-29,559.243835
2016-11-30,558.314148
2016-12-01,555.989746
2016-12-02,552.2707519999999
2016-12-05,557.849243
2016-12-06,556.45459
2016-12-07,562.033142
2016-12-08,561.568298
2016-12-09,558.314148
2016-12-12,544.832703
2016-12-13,555.524902
2016-12-14,547.6220089999999
2016-12-15,549.481506
2016-12-16,550.8760990000001
2016-12-19,554.595093
2016-12-20,556.45459
2016-12-21,554.130249
2016-12-22,551.340942
2016-12-23,551.805908
2016-12-28,556.919434
2016-12-29,553.2005
2016-12-30,549.946411
2017-01-03,549.481506
2017-01-04,543.903015
2017-01-05,546.227356
2017-01-06,562.4979860000001
2017-01-09,555.524902
2017-01-10,567.146729
2017-01-11,567.146729
2017-01-12,574.1198730000001
2017-01-13,568.541321
2017-01-16,568.541321
2017-01-17,562.4979860000001
2017-01-18,562.4979860000001
2017-01-19,559.70874
2017-01-20,558.314148
2017-01-23,557.849243
2017-01-24,555.989746
2017-01-25,558.314148
2017-01-26,554.130249
